tconst;averageRating;numVotes;Title;startYear;runtimeMinutes;genres;director
tt1716777;7;43872;People Like Us;2012;114;Comedy,Drama;Alex Kurtzman
tt0020163;7.3;3413;People on Sunday;1930;73;Comedy,Drama,Romance;
tt4104022;6.8;10879;People Places Things;2015;85;Comedy,Romance;Jim Strouse
tt0043915;7.3;6865;People Will Talk;1951;110;Comedy,Drama,Romance;Joseph L. Mankiewicz
tt5318534;5.5;1612;People You May Know;2017;92;Comedy,Drama,Romance;Sherwin Shilati
tt0071413;5;1824;Peopletoys;1974;88;Horror;
tt0054172;5.4;1110;Pepe;1960;180;Comedy,Musical;George Sidney
tt0029453;7.7;7880;Pépé le Moko;1937;94;Crime,Drama,Romance;Julien Duvivier
tt0081323;6.1;5768;Pepi, Luci, Bom and Other Girls Like Mom;1980;82;Comedy;Pedro Almodóvar
tt6850820;6.5;68566;Peppermint;2018;101;Action,Thriller;Pierre Morel
tt0247613;7.6;10318;Peppermint Candy;1999;129;Drama;Lee Chang-dong
tt0062113;7.1;1857;Peppermint Frappé;1967;94;Drama,Thriller;Carlos Saura
tt0075939;7;1467;Peppermint Soda;1977;101;Comedy,Drama;Diane Kurys
tt7738784;8.7;15467;Peranbu;2018;147;Drama;Ram
tt0422934;6.4;1609;Perazhagan;2004;143;Comedy,Drama,Romance;Sasi Shankar
tt2088869;4.3;6778;Percentage;2014;86;Action,Crime,Drama;Alex Merkin
tt0078073;6.9;1515;Perceval;1978;140;Drama,Music,Romance;Éric Rohmer
tt0814255;5.9;196086;Percy Jackson & the Olympians: The Lightning Thief;2010;118;Adventure,Family,Fantasy;Chris Columbus
tt1854564;5.7;122727;Percy Jackson: Sea of Monsters;2013;106;Adventure,Family,Fantasy;Thor Freudenthal
tt8976696;6.4;2946;Percy Vs Goliath;2020;99;Biography,Drama;Clark Johnson
tt0110808;6.2;1073;Perdiamoci di vista;1994;115;Comedy;Carlo Verdone
tt7841496;5.6;5207;Perdida;2018;103;Crime,Drama,Mystery;Alejandro Montiel
tt0119879;6.3;9581;Perdita Durango;1997;129;Action,Crime,Horror;Álex de la Iglesia
tt3230668;6.4;3532;Perdona Si Te Llamo Amor;2014;120;Romance;Joaquín Llamas
tt0089798;4.7;5750;Perfect;1985;115;Drama,Romance;James Bridges
tt6222286;3.9;1168;Perfect;2018;88;Horror,Mystery,Sci-Fi;Eddie Alcazar
tt12965390;5.5;2483;Perfect Addiction;2023;107;Action,Drama,Romance;Castille Landon
tt6854248;6.5;3142;Perfect Bid: The Contestant Who Knew Too Much;2017;72;Documentary,History;C.J. Wallis
tt0156887;8;87758;Perfect Blue;1997;81;Animation,Crime,Drama;Satoshi Kon
tt0403407;5.4;5659;Perfect Creature;2006;90;Action,Drama,Fantasy;Glenn Standring
tt0066212;6.4;1101;Perfect Friday;1970;94;Comedy,Crime;Peter Hall
tt1082064;3.8;1212;Perfect Hideout;2008;94;Action,Comedy,Crime;Stephen Manuel
tt7600706;6;1547;Perfect Nanny;2019;100;Crime,Drama;Lucie Borleteau
tt2411024;6.8;2263;Perfect Number;2012;119;Crime,Drama,Mystery;Pang Eun-jin
tt2668800;6.4;1029;Perfect Obedience;2014;99;Drama;Luis Urquiza
tt0259567;5.5;1403;Perfect Opposites;2004;99;Drama,Romance;Matt Cooper
tt1439572;7;62507;Perfect Sense;2011;92;Drama,Romance,Sci-Fi;David Mackenzie
tt2027231;5.5;7014;Perfect Sisters;2014;96;Crime,Drama,Thriller;Stanley M. Brooks
tt0457433;5.7;50152;Perfect Stranger;2007;109;Crime,Mystery,Thriller;James Foley
tt0325968;5.2;1591;Perfect Strangers;2003;96;Drama,Romance,Thriller;Gaylene Preston
tt11112784;5.8;5204;Perfect Strangers;2022;99;Comedy,Drama;Wissam Smayra
tt14383680;7.8;2123;Perfect Strangers;2021;94;Comedy,Drama;Octavian Strunila
tt4901306;7.7;69150;Perfect Strangers;2016;96;Comedy,Drama;Paolo Genovese
tt6101820;6.9;14998;Perfect Strangers;2017;97;Comedy,Drama;Álex de la Iglesia
tt6304968;7;2068;Perfect Strangers;2016;92;Comedy,Drama;Thodoris Atheridis
tt8580348;6.6;1803;Perfect Strangers;2018;97;Comedy;Manolo Caro
tt0066214;6.7;11089;Performance;1970;105;Crime,Drama;
tt0245356;3.6;1094;Perfume;2001;106;Drama;Michael Rymer
tt0396171;7.5;260678;Perfume: The Story of a Murderer;2006;147;Crime,Drama,Fantasy;Tom Tykwer
tt11748354;6.6;1795;Perfumes;2019;100;Comedy,Drama;Grégory Magne
tt0454914;6.8;2647;Perhaps Love;2005;108;Drama,Musical,Romance;Peter Ho-Sun Chan
tt0066423;6.3;3372;Perched on a Tree;1971;90;Comedy;Serge Korber
tt0056341;6.2;1589;Period of Adjustment;1962;112;Comedy,Drama;George Roy Hill
tt1230211;5;2327;Perkins' 14;2009;95;Horror,Thriller;Craig Singer
tt5933560;5.7;2518;Permanent;2017;93;Comedy;Colette Burson
tt0120788;6.2;7801;Permanent Midnight;1998;88;Biography,Drama,Romance;David Veloz
tt0095853;6.3;2241;Permanent Record;1988;91;Drama,Music,Romance;Marisa Silver
tt0084488;6.2;10365;Permanent Vacation;1980;75;Comedy,Drama;Jim Jarmusch
tt0091256;8.4;1649;Permission;1987;137;Drama,Musical,Romance;Gulzar
tt5390066;5.3;4806;Permission;2017;96;Comedy,Drama,Romance;Brian Crano
tt5680744;5.6;1168;Permitidos;2016;106;Comedy,Romance;Ariel Winograd
tt2187444;4;1961;Pernicious;2014;90;Horror,Thriller;James Cullen Bressack
tt0065666;7.7;1013;Pero the Lump's Gang;1970;96;Adventure,Family;Vladimir Tadej
tt1857824;5.4;1005;Perras;2011;100;Drama,Romance,Thriller;Guillermo Ríos
tt1003034;6.3;7174;Perrier's Bounty;2009;88;Action,Comedy,Crime;Ian Fitzgibbon
tt1761005;3.5;1630;Persecuted;2014;91;Action,Drama,Mystery;Daniel Lusko
tt1303230;5.4;1062;Persécution;2009;98;Drama,Romance;Patrice Chéreau
tt0808417;8;98100;Persepolis;2007;96;Animation,Biography,Drama;
tt9738784;7.4;10915;Persian Lessons;2020;127;Drama,War;Vadim Perelman
tt5247026;5.7;1756;Person to Person;2017;84;Comedy,Drama;Dustin Guy Defa
tt0060827;8.1;126573;Persona;1966;85;Drama,Thriller;Ingmar Bergman
tt11361714;6.5;1080;Persona non grata;2021;91;Drama;Lisa Jespersen
tt0084489;6.3;3131;Personal Best;1982;128;Drama,Sport;Robert Towne
tt1138489;6.2;9051;Personal Effects;2009;111;Drama,Romance;David Hollander
tt0093727;6.3;1790;Personal Services;1987;105;Comedy;Terry Jones
tt4714782;6.1;42125;Personal Shopper;2016;105;Mystery,Thriller;Olivier Assayas
tt2992152;5.2;1357;Personal Tailor;2013;118;Comedy,Drama;Xiaogang Feng
tt0295238;6.5;3828;Personal Velocity;2002;86;Drama,Romance;Rebecca Miller
tt13456318;5.8;33245;Persuasion;2022;108;Drama,Romance;Carrie Cracknell
tt4074304;7;1418;Pervert Park;2014;77;Crime,Documentary;
tt0460898;4.5;2494;Pervert!;2005;81;Comedy,Horror;Jonathan Yudis
tt0281063;8.8;1137;Pesvebi;1987;87;Drama;Guguli Mgeladze
tt1183374;5.7;18385;Pet;2016;94;Horror,Thriller;Carles Torrens
tt0098084;6.5;110611;Pet Sematary;1989;103;Fantasy,Horror,Thriller;Mary Lambert
tt0837563;5.7;95730;Pet Sematary;2019;101;Horror,Mystery,Thriller;
tt0105128;4.9;22573;Pet Sematary II;1992;100;Fantasy,Horror,Thriller;Mary Lambert
tt0048484;6.3;1465;Pete Kelly's Blues;1955;95;Crime,Drama,Music;Jack Webb
tt0069080;6.2;1101;Pete 'n' Tillie;1972;100;Comedy,Drama,Romance;Martin Ritt
tt1381413;5;1308;Pete Smalls Is Dead;2010;95;Comedy,Crime;Alexandre Rockwell
tt1144551;6.3;1533;Peter and Vandy;2009;95;Drama,Romance;Jay DiPietro
tt0261175;6.2;2312;Peter Bell;2002;110;Family;Maria Peters
tt0357959;5.7;1617;Peter Bell II: The Hunt for the Czar Crown;2003;112;Family;Maria Peters
tt0026866;6.9;2477;Peter Ibbetson;1935;85;Drama,Fantasy,Music;Henry Hathaway
tt0015224;7.1;1206;Peter Pan;1924;105;Adventure,Family,Fantasy;Herbert Brenon
tt0046183;7.3;148700;Peter Pan;1953;77;Adventure,Animation,Family;
tt0316396;6.8;78261;Peter Pan;2003;113;Adventure,Family,Fantasy;P.J. Hogan
tt5635026;4.4;25775;Peter Pan & Wendy;2023;106;Action,Adventure,Comedy;David Lowery
tt5117670;6.6;46298;Peter Rabbit;2018;95;Adventure,Comedy,Crime;Will Gluck
tt8376234;6.2;13692;Peter Rabbit 2: The Runaway;2021;93;Adventure,Comedy,Crime;Will Gluck
tt14336174;6.3;2152;Peter von Kant;2022;85;Drama;François Ozon
tt4614612;6.5;5280;Peterloo;2018;154;Drama,History;Mike Leigh
tt0105130;7;11890;Peter's Friends;1992;101;Comedy,Drama,Romance;Kenneth Branagh
tt0076538;6.3;25894;Pete's Dragon;1977;128;Adventure,Animation,Comedy;
tt2788732;6.7;60690;Pete's Dragon;2016;102;Action,Adventure,Comedy;David Lowery
tt0078078;6;1469;Petey Wheatstraw;1977;100;Comedy,Fantasy,Horror;Cliff Roquemore
tt13204490;7.4;15813;Petite Maman;2021;73;Drama,Fantasy;Céline Sciamma
tt6040806;6.7;1335;Petra;2018;107;Drama;Jaime Rosales
tt0282062;6.7;1356;Petrol Krallari;1978;89;Comedy;Zeki Alasya
tt10380900;6.7;2831;Petrov's Flu;2021;145;Drama,Sci-Fi;Kirill Serebrennikov
tt11276598;3.7;3045;Pets United;2019;89;Adventure,Animation,Comedy;Reinhard Klooss
tt8959820;7.2;11345;Petta;2019;171;Action,Drama;Karthik Subbaraj
tt0063426;6.9;3336;Petulia;1968;105;Drama,Romance;Richard Lester
tt0050839;7.2;6423;Peyton Place;1957;157;Crime,Drama,Mystery;Mark Robson
tt0056346;6.8;1814;Phaedra;1962;115;Drama;Jules Dassin
tt0079714;6.6;39702;Phantasm;1979;89;Horror,Sci-Fi;Don Coscarelli
tt0095863;6.4;16286;Phantasm II;1988;97;Action,Fantasy,Horror;Don Coscarelli
tt0110823;6;10308;Phantasm III: Lord of the Dead;1994;91;Action,Fantasy,Horror;Don Coscarelli
tt0138703;5.5;8195;Phantasm IV: Oblivion;1998;90;Fantasy,Horror,Sci-Fi;Don Coscarelli
tt3627704;4.9;4945;Phantasm: Ravager;2016;85;Action,Fantasy,Horror;David Hartman
tt0013496;6.7;1909;Phantom;1922;125;Drama,Romance;F.W. Murnau
tt1922685;5.9;14992;Phantom;2013;98;Drama,History,Thriller;Todd Robinson
tt3088580;7.5;1191;Phantom;2013;76;Drama;Jonathan Soler
tt3469244;5.9;9719;Phantom;2015;136;Action,Drama,Thriller;Kabir Khan
tt1856057;6.6;1659;Phantom Boy;2015;84;Action,Adventure,Animation;
tt5644726;6.3;1240;Phantom Detective;2016;126;Action,Crime,Drama;Sung-hee Jo
tt0046186;4.1;1457;Phantom from Space;1953;73;Horror,Sci-Fi;W. Lee Wilder
tt0036260;7.2;5568;Phantom Lady;1944;87;Crime,Drama,Film-Noir;Robert Siodmak
tt0098089;5.3;2025;Phantom of the Mall: Eric's Revenge;1989;91;Horror,Romance;Richard Friedman
tt0036261;6.4;7957;Phantom of the Opera;1943;92;Drama,Horror,Music;Arthur Lubin
tt0071994;7.3;21168;Phantom of the Paradise;1974;91;Comedy,Drama,Fantasy;Brian De Palma
tt0047348;5.9;1042;Phantom of the Rue Morgue;1954;83;Crime,Horror,Music;Roy Del Ruth
tt5776858;7.4;140451;Phantom Thread;2017;130;Drama,History,Romance;Paul Thomas Anderson
tt0119891;5.4;21879;Phantoms;1998;96;Horror,Sci-Fi,Thriller;Joe Chappelle
tt0086102;7.2;1908;Phar Lap;1983;107;Biography,Drama,Family;Simon Wincer
tt0060401;7.4;2208;Pharaoh;1966;180;Adventure,Drama,History;Jerzy Kawalerowicz
tt1773015;7.5;5730;Phas Gaye Re Obama;2010;108;Comedy,Crime,Drama;Subhash Kapoor
tt1568816;5.9;3368;Phase 7;2010;97;Comedy,Sci-Fi,Thriller;Nicolás Goldbart
tt0070531;6.5;9166;Phase IV;1974;84;Horror,Sci-Fi,Thriller;Saul Bass
tt0490196;3.3;9235;Phat Girlz;2006;99;Comedy;Nnegest Likké
tt2615584;4.9;5196;Phata Poster Nikhla Hero;2013;146;Action,Comedy,Crime;Rajkumar Santoshi
tt0087909;6.7;28925;Phenomena;1985;116;Crime,Horror,Mystery;Dario Argento
tt18315204;5.4;2590;Phenomena;2023;94;Horror;Carlos Therón
tt0117333;6.4;82186;Phenomenon;1996;123;Drama,Fantasy,Romance;Jon Turteltaub
tt0047349;6.6;1890;Phffft;1954;88;Comedy,Romance;Mark Robson
tt0107818;7.7;252166;Philadelphia;1993;125;Drama;Jonathan Demme
tt0107819;4.5;2155;Philadelphia Experiment II;1993;97;Action,Adventure,Sci-Fi;Stephen Cornwell
tt0314067;8.4;13583;Philanthropy;2002;110;Comedy,Drama;Nae Caranfil
tt0314502;6;3284;Phileine Says Sorry;2003;95;Comedy,Drama,Romance;Robert Jan Westdijk
tt3323920;7.4;1445;Philips and the Monkey Pen;2013;140;Comedy,Drama,Family;
tt5502766;6.1;4039;Phillauri;2017;138;Comedy,Drama,Fantasy;
tt2431286;7.6;102625;Philomena;2013;98;Biography,Comedy,Drama;Stephen Frears
tt1817232;7.1;5170;Phineas and Ferb the Movie: Candace Against the Universe;2020;86;Adventure,Animation,Comedy;Bob Bowen
tt0222270;6.1;8191;Phir Bhi Dil Hai Hindustani;2000;160;Comedy,Drama,Musical;Aziz Mirza
tt0419058;7.2;26532;Phir Hera Pheri;2006;153;Comedy,Crime;Neeraj Vora
tt0422950;6.2;2356;Phir Milenge;2004;142;Drama;Revathi
tt1292575;6.6;3556;Phobia;2008;240;Drama,Horror,Mystery;
tt5743656;6.8;3146;Phobia;2016;112;Drama,Mystery,Thriller;Pavan Kirpalani
tt1521846;6.6;2718;Phobia 2;2009;125;Comedy,Fantasy,Horror;
tt8129682;3.6;1170;Phobias;2021;85;Horror,Thriller;
tt1034325;7;7990;Phoebe in Wonderland;2008;96;Drama;Daniel Barnz
tt0119892;6.3;4231;Phoenix;1998;107;Crime,Drama;Danny Cannon
tt2764784;7.3;20023;Phoenix;2014;98;Drama,History,Music;Christian Petzold
tt6574272;5.3;6781;Phoenix Forgotten;2017;87;Horror,Mystery,Sci-Fi;Justin Barber
tt0323630;6.1;5222;Phone;2002;104;Horror,Mystery,Thriller;Byeong-ki Ahn
tt12740760;5.3;10675;Phone Bhoot;2022;136;Comedy,Horror;Gurmmeet Singh
tt0183649;7.1;279819;Phone Booth;2002;81;Crime,Thriller;Joel Schumacher
tt0045029;7;2869;Phone Call from a Stranger;1952;105;Drama,Film-Noir;Jean Negulesco
tt0254683;6;1578;Phool Aur Kaante;1991;173;Action,Drama,Romance;Kuku Kohli
tt1267500;3.9;1379;Phoonk;2008;110;Drama,Horror,Mystery;Ram Gopal Varma
tt13729220;6.8;3614;Photocopier;2021;130;Crime,Drama,Mystery;Wregas Bhanuteja
tt7464158;7.5;1440;Photocopy;2017;90;Drama;Tamer Ashry
tt7778680;6.8;5638;Photograph;2019;110;Drama,Romance;Ritesh Batra
tt0119893;6.8;2817;Photographing Fairies;1997;106;Drama,Fantasy,Mystery;Nick Willing
tt0098093;5.1;2015;Physical Evidence;1989;99;Crime,Mystery,Romance;Michael Crichton
tt0138704;7.3;184064;Pi;1998;84;Drama,Horror,Mystery;Darren Aronofsky
tt0105137;7.8;1949;Piano Piano Kid;1991;81;Comedy,Drama,Family;Tunç Basaran
tt1565068;7.2;2797;Piazza Fontana: The Italian Conspiracy;2012;129;Crime,Drama,Mystery;Marco Tullio Giordana
tt0095867;4.5;1611;Picasso Trigger;1988;99;Action,Adventure,Thriller;Andy Sidaris
tt0020269;7.1;1780;Piccadilly;1929;92;Crime,Drama;Ewald André Dupont
tt0371878;5.8;1177;Piccadilly Jim;2004;97;Comedy,Romance;John McKay
tt5644050;7.6;1607;Pick of the Litter;2018;80;Documentary;
tt4384350;7.2;1334;Picket 43;2015;104;Drama,Thriller;Major Ravi
tt0192455;4.7;3871;Picking Up the Pieces;2000;95;Comedy,Crime,Fantasy;Alfonso Arau
tt4789822;4.9;1086;Pickings;2018;103;Comedy,Crime,Thriller;Usher Morgan
tt0053168;7.6;24372;Pickpocket;1959;76;Crime,Drama;Robert Bresson
tt0144020;7.4;3140;Pickpocket;1997;108;Drama;Zhangke Jia
tt7527694;5.4;1279;Pickpockets;2018;108;Crime,Drama;Peter Webber
tt0254688;4.5;1019;Pick-up;1975;80;Drama;Bernard Hirschenson
tt0046187;7.6;15680;Pickup on South Street;1953;80;Crime,Film-Noir,Mystery;Samuel Fuller
tt0048491;7;9554;Picnic;1955;115;Drama,Romance;Joshua Logan
tt0117338;7.1;2146;Picnic;1996;68;Drama,Fantasy;Shunji Iwai
tt0073540;7.4;39666;Picnic at Hanging Rock;1975;115;Drama,Mystery;Peter Weir
tt0052765;6.5;1338;Picnic on the Grass;1959;91;Comedy,Romance;Jean Renoir
tt0114129;6.6;1178;Picture Bride;1994;94;Drama,Romance;Kayo Hatta
tt0263215;5.5;1196;Picture Claire;2001;91;Thriller;Bruce McDonald
tt2083294;6.3;1322;Picture Day;2012;93;Comedy,Drama;Kate Melville
tt6479178;3.4;1549;Picture of Beauty;2017;70;Drama,Romance;Maxim Ford
tt0119896;5.5;21054;Picture Perfect;1997;101;Comedy,Drama,Romance;Glenn Gordon Caron
tt0024450;7;1714;Picture Snatcher;1933;77;Crime,Drama;Lloyd Bacon
tt0082748;6;12071;Pieces;1982;85;Horror,Mystery,Thriller;Juan Piquer Simón
tt11161474;7;54052;Pieces of a Woman;2020;126;Drama;Kornél Mundruczó
tt0311648;7;21757;Pieces of April;2003;80;Comedy,Drama;Peter Hedges
tt5808778;6.1;6771;Pieles;2017;77;Comedy,Drama,Fantasy;Eduardo Casanova
tt6516314;5.5;8382;Piercing;2018;81;Horror,Mystery,Thriller;Nicolas Pesce
tt0462477;7.4;5588;Pierrepoint: The Last Hangman;2005;90;Biography,Crime,Drama;Adrian Shergold
tt0059592;7.4;35990;Pierrot le Fou;1965;110;Crime,Drama,Romance;Jean-Luc Godard
tt2299842;7.1;15397;Pieta;2012;103;Crime,Drama,Thriller;Kim Ki-duk
tt11003218;6.9;84029;Pig;2021;92;Drama,Mystery;Michael Sarnoski
tt7429708;6.1;2201;Pig;2018;104;Comedy,Crime,Drama;Mani Haghighi
tt1022883;4.7;2646;Pig Hunt;2008;99;Action,Horror,Thriller;James Isaac
tt10399608;6.2;11028;Piggy;2022;99;Drama,Horror,Thriller;Carlota Pereda
tt1951218;5.5;1729;Piggy;2012;106;Horror,Thriller;Kieron Hawkes
tt0323642;6.1;8423;Piglet's Big Movie;2003;75;Adventure,Animation,Comedy;Francis Glebas
tt1065106;4.5;3513;Pigs;2007;85;Comedy,Romance;Karl DiPelino
tt0054709;7.5;2494;Pigs and Battleships;1961;108;Comedy,Crime,Drama;Shôhei Imamura
tt8458202;6.7;2803;Pihu;2016;91;Drama,Thriller;Vinod Kapri
tt5523174;7.6;2559;Pichaikkaran;2016;130;Action,Drama,Thriller;Sasi
tt12782448;5.7;1742;Pichaikkaran 2;2023;148;Action,Drama,Sci-Fi;Vijay Antony
tt3767372;7.6;32976;Piku;2015;123;Comedy,Drama;Shoojit Sircar
tt3531202;5.9;6253;Pilgrimage;2017;96;Action,Drama,History;Brendan Muldowney
tt2098782;7.7;3402;Pilla Zamindar;2011;148;Comedy,Drama;Ashok G.
tt0053172;7.4;18646;Pillow Talk;1959;102;Comedy,Romance;Michael Gordon
tt15091284;6.1;1108;Pil's Adventures;2021;89;Adventure,Animation,Family;Julien Fournet
tt1460643;3;1047;Pimp;2010;91;Crime,Thriller;Robert Cavanah
tt3107166;5.7;15542;Pimp;2018;86;Crime,Drama,Romance;Christine Crokos
tt0034027;7.2;1771;'Pimpernel' Smith;1941;120;Adventure,Drama,Thriller;Leslie Howard
tt0095871;6.5;4966;Pin;1988;103;Horror,Thriller;Sandor Stern
tt6190348;6.5;1159;Pin Cushion;2017;82;Drama;Deborah Haywood
tt1440266;7.6;15637;Pina;2011;103;Documentary,Music;Wim Wenders
tt13365876;6.9;2882;Pinball: The Man Who Saved the Game;2022;95;Biography,Comedy,Drama;
tt0910936;6.9;351136;Pineapple Express;2008;111;Action,Comedy,Crime;David Gordon Green
tt0261066;6.2;1386;Pi?ero;2001;103;Biography,Drama;Leon Ichaso
tt0991167;5.9;3095;Ping Pong Playa;2007;96;Comedy,Sport;Jessica Yu
tt2402985;5.4;2982;Ping Pong Summer;2014;92;Comedy,Drama,Sport;Michael Tully
tt0800159;6.4;1028;Pingpong;2006;89;Drama;Matthias Luthardt
tt0347779;7.9;2939;Pinjar;2003;188;Drama;Chandra Prakash Dwivedi
tt5571734;8.1;47001;Pink;2016;136;Crime,Drama,Thriller;Aniruddha Roy Chowdhury
tt0098097;5.3;12073;Pink Cadillac;1989;122;Action,Comedy,Crime;Buddy Van Horn
tt0069089;6;26874;Pink Flamingos;1972;93;Comedy,Crime;John Waters
tt0069090;8.6;9477;Pink Floyd: Live at Pompeii;1972;92;Documentary,Music;Adrian Maben
tt2296909;7.9;1811;Pink Floyd: The Story of Wish You Were Here;2012;85;Documentary,Music;John Edginton
tt0084503;8;83799;Pink Floyd: The Wall;1982;95;Drama,Fantasy,Music;Alan Parker
tt0067580;6.6;1607;Pink Narcissus;1971;65;Drama,Fantasy;James Bidgood
tt0041746;7.2;3341;Pinky;1949;102;Drama;
tt0032910;7.5;155191;Pinocchio;1940;88;Adventure,Animation,Comedy;
tt0255477;4.3;8541;Pinocchio;2002;108;Comedy,Family,Fantasy;Roberto Benigni
tt4593060;5.1;40103;Pinocchio;2022;105;Adventure,Comedy,Drama;Robert Zemeckis
tt8333746;6.2;14151;Pinocchio;2019;125;Drama,Family,Fantasy;Matteo Garrone
tt0332318;3.9;1457;Pinocchio 3000;2003;80;Animation,Family,Fantasy;Daniel Robichaud
tt8480678;3.4;1721;Pinocchio: A True Story;2021;94;Animation,Family,Fantasy;Vasiliy Rovenskiy
tt0117342;4.1;2296;Pinocchio's Revenge;1996;96;Fantasy,Horror,Mystery;Kevin Tenney
tt0328258;7;3429;Pinpon;2002;114;Comedy,Drama,Sport;Fumihiko Sori
tt2369205;6;5231;Pioneer;2013;111;Adventure,Drama,Thriller;Erik Skjoldbj?rg
tt15943258;4.4;1681;Pipa;2022;115;Crime,Drama,Mystery;Alejandro Montiel
tt0164810;6.1;1053;Pipe Dream;2002;91;Comedy,Romance;John Walsh
tt0123111;6.8;2943;Pippi Goes on Board;1969;83;Adventure,Comedy,Drama;Olle Hellbom
tt0066227;6.8;5391;Pippi in the South Seas;1970;86;Adventure,Comedy,Drama;Olle Hellbom
tt0119899;5.2;1610;Pippi Longstocking;1997;76;Adventure,Animation,Comedy;
tt0366905;7;5102;Pippi Longstocking;1969;100;Adventure,Comedy,Drama;Olle Hellbom
tt0066265;6.8;3931;Pippi on the Run;1970;94;Adventure,Comedy,Drama;Olle Hellbom
tt3461908;6.2;1173;Piprabidya;2013;93;Comedy,Drama;Mostofa Sarwar Farooki
tt1606652;6.4;1607;PiraMMMida;2011;105;Biography,Crime,Drama;Eldar Salavatov
tt0078087;5.9;23671;Piranha;1978;94;Comedy,Horror,Sci-Fi;Joe Dante
tt0477349;6;1867;Piranha;2006;167;Action,Crime,Thriller;Andrey Kavun
tt0464154;5.5;95030;Piranha 3D;2010;88;Comedy,Horror;Alexandre Aja
tt1714203;3.8;44662;Piranha 3DD;2012;83;Comedy,Horror,Sci-Fi;John Gulager
tt0082910;3.8;9447;Piranha II: The Spawning;1982;94;Horror,Sci-Fi,Thriller;
tt8740778;6.5;5091;Piranhas;2019;111;Crime,Drama;Claudio Giovannesi
tt0082911;5;1217;Piratensender Power Play;1982;90;Comedy;Sigi Rothemund
tt0091757;6;9201;Pirates;1986;121;Action,Adventure,Comedy;Roman Polanski
tt0449088;7.1;676221;Pirates of the Caribbean: At World's End;2007;169;Action,Adventure,Fantasy;Gore Verbinski
tt0383574;7.4;747496;Pirates of the Caribbean: Dead Man's Chest;2006;151;Action,Adventure,Fantasy;Gore Verbinski
tt1790809;6.5;332208;Pirates of the Caribbean: Dead Men Tell No Tales;2017;129;Action,Adventure,Fantasy;
tt1298650;6.6;549417;Pirates of the Caribbean: On Stranger Tides;2011;137;Action,Adventure,Fantasy;Rob Marshall
tt0325980;8.1;1173957;Pirates of the Caribbean: The Curse of the Black Pearl;2003;143;Action,Adventure,Fantasy;Gore Verbinski
tt0811011;2.2;1139;Pirates of Treasure Island;2006;85;Action,Adventure;Leigh Scott
tt0064815;7.7;1344;Pirosmani;1969;86;Biography,Drama,History;Giorgi Shengelaia
tt4290746;7.5;2185;Pisasu;2014;114;Drama,Horror,Mystery;Mysskin
tt5604282;2.1;1536;Pist;2015;101;Comedy,Horror;Can Sarcan
tt0285906;6.3;1490;Pistol Opera;2001;112;Action,Crime,Drama;Seijun Suzuki
tt0451160;5.4;1060;Pistvakt;2005;91;Comedy,Drama,Family;Stephan Apelgren
tt0396096;4.3;1209;Pit Fighter;2005;83;Action;Jesse V. Johnson
tt0064819;6.7;1035;Pit Stop;1969;91;Action,Drama,Sport;Jack Hill
tt2397531;6;1846;Pit Stop;2013;80;Drama,Romance;Yen Tan
tt0459505;6.9;2037;Pitbull;2005;97;Action,Crime,Drama;Patryk Vega
tt7874378;6.2;1927;Pitbull: Last Dog;2018;124;Action,Crime,Drama;Wladyslaw Pasikowski
tt5377604;6.4;3401;Pitbull: New Orders;2016;133;Action,Crime,Drama;Patryk Vega
tt6212346;5.6;2458;Pitbull: Tough Women;2016;135;Action,Crime,Drama;Patryk Vega
tt0813541;7;3535;Piter FM;2006;85;Comedy,Drama,Romance;Oksana Bychkova
tt0040695;7.1;4238;Pitfall;1948;86;Crime,Film-Noir,Thriller;André De Toth
tt0203612;7.5;4199;Pitfall;1962;97;Crime,Drama,Fantasy;Hiroshi Teshigahara
tt0376076;8.3;7261;Pithamagan;2003;139;Action,Drama;Bala
tt0134847;7;249251;Pitch Black;2000;109;Action,Horror,Sci-Fi;David Twohy
tt1981677;7.1;322193;Pitch Perfect;2012;112;Comedy,Music,Romance;Jason Moore
tt2848292;6.4;166112;Pitch Perfect 2;2015;115;Comedy,Music;Elizabeth Banks
tt4765284;5.8;69421;Pitch Perfect 3;2017;93;Comedy,Music;Trish Sie
tt4985848;3;3656;Pitchfork;2016;94;Horror;Glenn Douglas Packard
tt0035195;6.4;1445;Pittsburgh;1942;92;Action,Drama,Romance;Lewis Seiler
tt6746304;6.7;3521;Pity;2018;97;Drama;Babis Makridis
tt2120120;5.6;153825;Pixels;2015;105;Action,Comedy,Fantasy;Chris Columbus
tt10831086;5.9;5263;Pixie;2020;93;Comedy,Crime,Thriller;Barnaby Thompson
tt1735462;4.4;1740;Pixies;2015;78;Animation,Comedy;Sean Patrick O'Reilly
tt0082912;7.9;8775;Pixote;1980;128;Crime,Drama;Hector Babenco
tt0376827;5.6;1131;Pizza;2005;80;Comedy;Mark Christopher
tt2585562;8;8399;Pizza;2012;127;Horror,Thriller;Karthik Subbaraj
tt3794302;6.2;1416;Pizza;2014;107;Horror;Akshay Akkineni
tt0145393;7;2772;Pizza, Beer, and Cigarettes;1998;92;Crime,Drama;
tt2338151;8.1;195718;PK;2014;153;Comedy,Drama,Sci-Fi;Rajkumar Hirani
tt6972372;6;1186;Place Publique;2018;98;Comedy,Drama;Agn?s Jaoui
